1996/1997,14,,1.FC Koeln,SV Werder Bremen,4,1
1996/1997,14,,Borussia Dortmund,Karlsruher SC,1,1
1996/1997,14,,Hamburger SV,Bayer Leverkusen,0,2
1996/1997,14,,VfB Stuttgart,VfL Bochum,3,1
1996/1997,14,,SC Freiburg,FC Bayern Muenchen,0,0
1996/1997,14,,TSV 1860 Muenchen,Arminia Bielefeld,1,3
1996/1997,14,,Fortuna Duesseldorf,Schalke 04,1,3
1996/1997,14,,FC Hansa Rostock,MSV Duisburg,0,1
1996/1997,15,,VfL Bochum,Borussia Mgladbach,2,0
1996/1997,15,,Karlsruher SC,Fortuna Duesseldorf,2,0
1996/1997,15,,FC St. Pauli,Bayer Leverkusen,3,1
1996/1997,15,,SV Werder Bremen,Borussia Dortmund,0,4
1996/1997,15,,Schalke 04,TSV 1860 Muenchen,4,1
1996/1997,15,,Arminia Bielefeld,SC Freiburg,2,0
1996/1997,15,,FC Bayern Muenchen,FC Hansa Rostock,2,1
1996/1997,15,,1.FC Koeln,Hamburger SV,2,2
1996/1997,15,,MSV Duisburg,VfB Stuttgart,3,1
1996/1997,16,,Borussia Dortmund,Hamburger SV,1,1
1996/1997,16,,Borussia Mgladbach,MSV Duisburg,0,1
1996/1997,16,,FC Hansa Rostock,Arminia Bielefeld,3,1
1996/1997,16,,SC Freiburg,Schalke 04,2,3
1996/1997,16,,TSV 1860 Muenchen,Karlsruher SC,1,1
1996/1997,16,,Bayer Leverkusen,1.FC Koeln,4,2
1996/1997,16,,Fortuna Duesseldorf,SV Werder Bremen,4,1
1996/1997,16,,VfB Stuttgart,FC Bayern Muenchen,1,1
1996/1997,16,,FC St. Pauli,VfL Bochum,2,1
1996/1997,17,,VfL Bochum,Bayer Leverkusen,2,2
1996/1997,17,,Karlsruher SC,SC Freiburg,3,0
1996/1997,17,,Schalke 04,FC Hansa Rostock,2,0
1996/1997,17,,SV Werder Bremen,TSV 1860 Muenchen,1,1
1996/1997,17,,Hamburger SV,Fortuna Duesseldorf,2,1
1996/1997,17,,Arminia Bielefeld,VfB Stuttgart,2,0
1996/1997,17,,FC Bayern Muenchen,Borussia Mgladbach,1,0
1996/1997,17,,MSV Duisburg,FC St. Pauli,1,0
1996/1997,17,,1.FC Koeln,Borussia Dortmund,1,3
1996/1997,18,,1.FC Koeln,Fortuna Duesseldorf,2,0
1996/1997,18,,Borussia Dortmund,Bayer Leverkusen,3,1
1996/1997,18,,MSV Duisburg,VfL Bochum,1,1
1996/1997,18,,FC Bayern Muenchen,FC St. Pauli,3,0
1996/1997,18,,Schalke 04,VfB Stuttgart,1,0
1996/1997,18,,Karlsruher SC,FC Hansa Rostock,1,1
1996/1997,18,,SV Werder Bremen,SC Freiburg,1,0
1996/1997,18,,Hamburger SV,TSV 1860 Muenchen,2,3
1996/1997,18,,Arminia Bielefeld,Borussia Mgladbach,0,2
1996/1997,19,,Fortuna Duesseldorf,Borussia Dortmund,2,0
1996/1997,19,,SC Freiburg,Hamburger SV,0,4
1996/1997,19,,FC St. Pauli,Arminia Bielefeld,2,3
1996/1997,19,,FC Hansa Rostock,SV Werder Bremen,0,1
1996/1997,19,,VfB Stuttgart,Karlsruher SC,1,0
1996/1997,19,,Borussia Mgladbach,Schalke 04,0,0
1996/1997,19,,VfL Bochum,FC Bayern Muenchen,1,1
1996/1997,19,,Bayer Leverkusen,MSV Duisburg,1,0
1996/1997,19,,TSV 1860 Muenchen,1.FC Koeln,2,1
1996/1997,20,,Arminia Bielefeld,VfL Bochum,3,1
1996/1997,20,,Schalke 04,FC St. Pauli,0,0
1996/1997,20,,Karlsruher SC,Borussia Mgladbach,1,1
1996/1997,20,,SV Werder Bremen,VfB Stuttgart,2,2
1996/1997,20,,1.FC Koeln,SC Freiburg,1,0
1996/1997,20,,Borussia Dortmund,TSV 1860 Muenchen,4,1
1996/1997,20,,FC Bayern Muenchen,MSV Duisburg,5,2
1996/1997,20,,Fortuna Duesseldorf,Bayer Leverkusen,0,0
1996/1997,20,,Hamburger SV,FC Hansa Rostock,1,1
1996/1997,21,,FC Hansa Rostock,1.FC Koeln,0,0
1996/1997,21,,VfL Bochum,Schalke 04,0,1
1996/1997,21,,SC Freiburg,Borussia Dortmund,1,2
1996/1997,21,,VfB Stuttgart,Hamburger SV,4,1
1996/1997,21,,Borussia Mgladbach,SV Werder Bremen,4,1
1996/1997,21,,FC St. Pauli,Karlsruher SC,2,4
1996/1997,21,,MSV Duisburg,Arminia Bielefeld,0,0
1996/1997,21,,TSV 1860 Muenchen,Fortuna Duesseldorf,3,0
1996/1997,21,,Bayer Leverkusen,FC Bayern Muenchen,5,2
1996/1997,22,,Karlsruher SC,VfL Bochum,2,3
1996/1997,22,,SV Werder Bremen,FC St. Pauli,2,1
1996/1997,22,,Hamburger SV,Borussia Mgladbach,2,1
1996/1997,22,,1.FC Koeln,VfB Stuttgart,1,5
1996/1997,22,,Schalke 04,MSV Duisburg,4,0
1996/1997,22,,Borussia Dortmund,FC Hansa Rostock,3,0
1996/1997,22,,Fortuna Duesseldorf,SC Freiburg,2,1
1996/1997,22,,Arminia Bielefeld,FC Bayern Muenchen,2,0
1996/1997,22,,TSV 1860 Muenchen,Bayer Leverkusen,3,0
1996/1997,23,,FC St. Pauli,Hamburger SV,2,2
1996/1997,23,,MSV Duisburg,Karlsruher SC,2,2
1996/1997,23,,VfB Stuttgart,Borussia Dortmund,4,1
1996/1997,23,,FC Bayern Muenchen,Schalke 04,3,0
1996/1997,23,,Bayer Leverkusen,Arminia Bielefeld,1,0
1996/1997,23,,SC Freiburg,TSV 1860 Muenchen,2,2
1996/1997,23,,FC Hansa Rostock,Fortuna Duesseldorf,3,1
1996/1997,23,,Borussia Mgladbach,1.FC Koeln,2,1
1996/1997,23,,VfL Bochum,SV Werder Bremen,3,2
1996/1997,24,,Fortuna Duesseldorf,VfB Stuttgart,0,4
1996/1997,24,,SV Werder Bremen,MSV Duisburg,0,2
1996/1997,24,,Hamburger SV,VfL Bochum,2,2
1996/1997,24,,1.FC Koeln,FC St. Pauli,0,1
1996/1997,24,,Borussia Dortmund,Borussia Mgladbach,1,3
1996/1997,24,,TSV 1860 Muenchen,FC Hansa Rostock,2,0
1996/1997,24,,Schalke 04,Arminia Bielefeld,0,0
1996/1997,24,,SC Freiburg,Bayer Leverkusen,1,2
1996/1997,24,,Karlsruher SC,FC Bayern Muenchen,0,2
1996/1997,25,,FC St. Pauli,Borussia Dortmund,0,1
1996/1997,25,,MSV Duisburg,Hamburger SV,1,1
1996/1997,25,,VfB Stuttgart,TSV 1860 Muenchen,1,1
1996/1997,25,,VfL Bochum,1.FC Koeln,2,2
1996/1997,25,,FC Bayern Muenchen,SV Werder Bremen,1,0
1996/1997,25,,Arminia Bielefeld,Karlsruher SC,1,2
1996/1997,25,,Bayer Leverkusen,Schalke 04,2,0
1996/1997,25,,FC Hansa Rostock,SC Freiburg,3,1
1996/1997,25,,Borussia Mgladbach,Fortuna Duesseldorf,2,0
1996/1997,26,,TSV 1860 Muenchen,Borussia Mgladbach,3,0
1996/1997,26,,1.FC Koeln,MSV Duisburg,2,5
1996/1997,26,,Borussia Dortmund,VfL Bochum,2,0
1996/1997,26,,Fortuna Duesseldorf,FC St. Pauli,2,0
1996/1997,26,,Karlsruher SC,Schalke 04,0,0
1996/1997,26,,SV Werder Bremen,Arminia Bielefeld,2,1
1996/1997,26,,Hamburger SV,FC Bayern Muenchen,0,3
1996/1997,26,,FC Hansa Rostock,Bayer Leverkusen,1,0
1996/1997,26,,SC Freiburg,VfB Stuttgart,1,1
1996/1997,27,,Arminia Bielefeld,Hamburger SV,1,1
1996/1997,27,,Bayer Leverkusen,Karlsruher SC,3,1
1996/1997,27,,MSV Duisburg,Borussia Dortmund,3,2
1996/1997,27,,Schalke 04,SV Werder Bremen,1,1
1996/1997,27,,VfB Stuttgart,FC Hansa Rostock,5,1
1996/1997,27,,Borussia Mgladbach,SC Freiburg,4,3
1996/1997,27,,FC St. Pauli,TSV 1860 Muenchen,0,0
1996/1997,27,,FC Bayern Muenchen,1.FC Koeln,3,2
1996/1997,27,,VfL Bochum,Fortuna Duesseldorf,3,1
1996/1997,28,,FC Hansa Rostock,Borussia Mgladbach,1,0
1996/1997,28,,Fortuna Duesseldorf,MSV Duisburg,1,1
1996/1997,28,,TSV 1860 Muenchen,VfL Bochum,0,1
1996/1997,28,,SC Freiburg,FC St. Pauli,4,0
1996/1997,28,,SV Werder Bremen,Karlsruher SC,1,0
1996/1997,28,,Hamburger SV,Schalke 04,1,0
1996/1997,28,,1.FC Koeln,Arminia Bielefeld,2,5
1996/1997,28,,Borussia Dortmund,FC Bayern Muenchen,1,1
1996/1997,28,,VfB Stuttgart,Bayer Leverkusen,1,2
1996/1997,29,,FC St. Pauli,FC Hansa Rostock,0,1
1996/1997,29,,Bayer Leverkusen,SV Werder Bremen,2,1
1996/1997,29,,MSV Duisburg,TSV 1860 Muenchen,2,3
1996/1997,29,,Arminia Bielefeld,Borussia Dortmund,2,0
1996/1997,29,,Karlsruher SC,Hamburger SV,3,1
1996/1997,29,,Borussia Mgladbach,VfB Stuttgart,0,1
1996/1997,29,,VfL Bochum,SC Freiburg,3,2
1996/1997,29,,FC Bayern Muenchen,Fortuna Duesseldorf,5,0
1996/1997,29,,Schalke 04,1.FC Koeln,1,1
1996/1997,30,,FC Hansa Rostock,VfL Bochum,0,0
1996/1997,30,,Fortuna Duesseldorf,Arminia Bielefeld,1,2
1996/1997,30,,VfB Stuttgart,FC St. Pauli,3,0
1996/1997,30,,Hamburger SV,SV Werder Bremen,3,2
1996/1997,30,,1.FC Koeln,Karlsruher SC,4,1
1996/1997,30,,Borussia Dortmund,Schalke 04,1,0
1996/1997,30,,SC Freiburg,MSV Duisburg,2,0
1996/1997,30,,Borussia Mgladbach,Bayer Leverkusen,2,2
1996/1997,30,,TSV 1860 Muenchen,FC Bayern Muenchen,3,3
1996/1997,31,,MSV Duisburg,FC Hansa Rostock,0,1
1996/1997,31,,SV Werder Bremen,1.FC Koeln,3,2
1996/1997,31,,Karlsruher SC,Borussia Dortmund,1,1
1996/1997,31,,FC St. Pauli,Borussia Mgladbach,1,3
1996/1997,31,,VfL Bochum,VfB Stuttgart,2,1
1996/1997,31,,FC Bayern Muenchen,SC Freiburg,0,0
1996/1997,31,,Arminia Bielefeld,TSV 1860 Muenchen,2,3
1996/1997,31,,Schalke 04,Fortuna Duesseldorf,0,1
1996/1997,31,,Bayer Leverkusen,Hamburger SV,5,0
1996/1997,32,,Fortuna Duesseldorf,Karlsruher SC,0,3
1996/1997,32,,FC Hansa Rostock,FC Bayern Muenchen,0,3
1996/1997,32,,Borussia Mgladbach,VfL Bochum,6,2
1996/1997,32,,Bayer Leverkusen,FC St. Pauli,3,0
1996/1997,32,,Borussia Dortmund,SV Werder Bremen,2,1
1996/1997,32,,TSV 1860 Muenchen,Schalke 04,2,1
1996/1997,32,,VfB Stuttgart,MSV Duisburg,0,2
1996/1997,32,,Hamburger SV,1.FC Koeln,0,4
1996/1997,32,,SC Freiburg,Arminia Bielefeld,2,1
1996/1997,33,,Hamburger SV,Borussia Dortmund,2,1
1996/1997,33,,VfL Bochum,FC St. Pauli,6,0
1996/1997,33,,MSV Duisburg,Borussia Mgladbach,4,2
1996/1997,33,,FC Bayern Muenchen,VfB Stuttgart,4,2
1996/1997,33,,Arminia Bielefeld,FC Hansa Rostock,1,3
1996/1997,33,,Schalke 04,SC Freiburg,0,2
1996/1997,33,,Karlsruher SC,TSV 1860 Muenchen,3,0
1996/1997,33,,SV Werder Bremen,Fortuna Duesseldorf,1,0
1996/1997,33,,1.FC Koeln,Bayer Leverkusen,4,0
1996/1997,34,,Bayer Leverkusen,VfL Bochum,2,0
1996/1997,34,,Fortuna Duesseldorf,Hamburger SV,1,1
1996/1997,34,,TSV 1860 Muenchen,SV Werder Bremen,0,3
1996/1997,34,,SC Freiburg,Karlsruher SC,1,1
1996/1997,34,,FC Hansa Rostock,Schalke 04,0,1
1996/1997,34,,VfB Stuttgart,Arminia Bielefeld,4,2
1996/1997,34,,Borussia Mgladbach,FC Bayern Muenchen,2,2
1996/1997,34,,FC St. Pauli,MSV Duisburg,0,2
1996/1997,34,,Borussia Dortmund,1.FC Koeln,2,1
1997/1998,1,,VfB Stuttgart,TSV 1860 Muenchen,1,1
1997/1998,1,,Schalke 04,Bayer Leverkusen,2,1
1997/1998,1,,Karlsruher SC,SV Werder Bremen,3,1
1997/1998,1,,VfL Bochum,Arminia Bielefeld,1,0
1997/1998,1,,1.FC Koeln,MSV Duisburg,3,2
1997/1998,1,,FC Hansa Rostock,VfL Wolfsburg,0,1
1997/1998,1,,FC Bayern Muenchen,1.FC Kaiserslautern,0,1
1997/1998,1,,Hertha BSC,Borussia Dortmund,1,1
1997/1998,1,,Hamburger SV,Borussia Mgladbach,2,2
1997/1998,2,,MSV Duisburg,Schalke 04,1,0
1997/1998,2,,Bayer Leverkusen,VfL Bochum,3,2
1997/1998,2,,Arminia Bielefeld,VfB Stuttgart,2,1
1997/1998,2,,TSV 1860 Muenchen,Karlsruher SC,2,2
1997/1998,2,,SV Werder Bremen,FC Hansa Rostock,1,1
1997/1998,2,,VfL Wolfsburg,Hamburger SV,1,1
1997/1998,2,,1.FC Kaiserslautern,Hertha BSC,1,0
1997/1998,2,,Borussia Dortmund,1.FC Koeln,3,0
1997/1998,2,,Borussia Mgladbach,FC Bayern Muenchen,1,1
1997/1998,3,,VfB Stuttgart,Bayer Leverkusen,1,0
1997/1998,3,,VfL Bochum,MSV Duisburg,0,0
1997/1998,3,,Karlsruher SC,Arminia Bielefeld,3,1
1997/1998,3,,Schalke 04,Borussia Dortmund,1,0
1997/1998,3,,1.FC Koeln,1.FC Kaiserslautern,0,0
1997/1998,3,,FC Bayern Muenchen,VfL Wolfsburg,5,2
1997/1998,3,,SV Werder Bremen,TSV 1860 Muenchen,3,3
1997/1998,3,,FC Hansa Rostock,Hamburger SV,2,1
1997/1998,3,,Hertha BSC,Borussia Mgladbach,2,2
1997/1998,4,,VfL Wolfsburg,Hertha BSC,2,1
1997/1998,4,,TSV 1860 Muenchen,FC Hansa Rostock,0,1
1997/1998,4,,1.FC Kaiserslautern,Schalke 04,3,0
1997/1998,4,,Borussia Dortmund,VfL Bochum,5,2
1997/1998,4,,MSV Duisburg,VfB Stuttgart,0,3
1997/1998,4,,Bayer Leverkusen,Karlsruher SC,6,1
1997/1998,4,,Arminia Bielefeld,SV Werder Bremen,3,0
1997/1998,4,,Borussia Mgladbach,1.FC Koeln,4,1
1997/1998,4,,Hamburger SV,FC Bayern Muenchen,0,2
1997/1998,5,,VfL Bochum,1.FC Kaiserslautern,1,3
1997/1998,5,,Hertha BSC,Hamburger SV,0,2
1997/1998,5,,VfB Stuttgart,Borussia Dortmund,0,0
1997/1998,5,,Schalke 04,Borussia Mgladbach,2,0
1997/1998,5,,1.FC Koeln,VfL Wolfsburg,5,3
1997/1998,5,,TSV 1860 Muenchen,Arminia Bielefeld,1,0
1997/1998,5,,SV Werder Bremen,Bayer Leverkusen,2,1
1997/1998,5,,FC Hansa Rostock,FC Bayern Muenchen,1,3
1997/1998,5,,Karlsruher SC,MSV Duisburg,1,2
1997/1998,6,,Arminia Bielefeld,FC Hansa Rostock,0,1
1997/1998,6,,Hamburger SV,1.FC Koeln,2,1
1997/1998,6,,VfL Wolfsburg,Schalke 04,0,0
1997/1998,6,,Borussia Dortmund,Karlsruher SC,2,2
1997/1998,6,,MSV Duisburg,SV Werder Bremen,2,1
1997/1998,6,,Bayer Leverkusen,TSV 1860 Muenchen,2,2
1997/1998,6,,FC Bayern Muenchen,Hertha BSC,3,0
1997/1998,6,,Borussia Mgladbach,VfL Bochum,2,1
1997/1998,6,,1.FC Kaiserslautern,VfB Stuttgart,4,3
1997/1998,7,,Karlsruher SC,1.FC Kaiserslautern,2,4
1997/1998,7,,TSV 1860 Muenchen,MSV Duisburg,0,1
1997/1998,7,,VfL Bochum,VfL Wolfsburg,2,1
1997/1998,7,,Schalke 04,Hamburger SV,2,2
1997/1998,7,,1.FC Koeln,FC Bayern Muenchen,1,3
1997/1998,7,,Arminia Bielefeld,Bayer Leverkusen,2,1
1997/1998,7,,SV Werder Bremen,Borussia Dortmund,2,1
1997/1998,7,,FC Hansa Rostock,Hertha BSC,4,0
1997/1998,7,,VfB Stuttgart,Borussia Mgladbach,3,0
1997/1998,8,,FC Bayern Muenchen,Schalke 04,1,1
1997/1998,8,,Hertha BSC,1.FC Koeln,1,0
1997/1998,8,,VfL Wolfsburg,VfB Stuttgart,1,0
1997/1998,8,,1.FC Kaiserslautern,SV Werder Bremen,1,3
1997/1998,8,,Borussia Dortmund,TSV 1860 Muenchen,2,3
1997/1998,8,,Bayer Leverkusen,FC Hansa Rostock,1,1
1997/1998,8,,Hamburger SV,VfL Bochum,2,1
1997/1998,8,,Borussia Mgladbach,Karlsruher SC,1,1
1997/1998,8,,MSV Duisburg,Arminia Bielefeld,2,1
1997/1998,9,,TSV 1860 Muenchen,1.FC Kaiserslautern,1,3
1997/1998,9,,SV Werder Bremen,Borussia Mgladbach,1,0
1997/1998,9,,Karlsruher SC,VfL Wolfsburg,2,1
1997/1998,9,,VfL Bochum,FC Bayern Muenchen,2,3
1997/1998,9,,Schalke 04,Hertha BSC,1,0
1997/1998,9,,Bayer Leverkusen,MSV Duisburg,2,1
1997/1998,9,,Arminia Bielefeld,Borussia Dortmund,3,1
1997/1998,9,,FC Hansa Rostock,1.FC Koeln,1,2
1997/1998,9,,VfB Stuttgart,Hamburger SV,5,2
1997/1998,10,,VfL Wolfsburg,SV Werder Bremen,1,0
1997/1998,10,,Borussia Dortmund,Bayer Leverkusen,0,1
1997/1998,10,,1.FC Koeln,Schalke 04,0,2
1997/1998,10,,Hertha BSC,VfL Bochum,2,2
1997/1998,10,,Hamburger SV,Karlsruher SC,3,1
1997/1998,10,,1.FC Kaiserslautern,Arminia Bielefeld,3,1
1997/1998,10,,MSV Duisburg,FC Hansa Rostock,0,1
1997/1998,10,,FC Bayern Muenchen,VfB Stuttgart,3,3
1997/1998,10,,Borussia Mgladbach,TSV 1860 Muenchen,5,1
1997/1998,11,,VfL Bochum,1.FC Koeln,2,1
1997/1998,11,,SV Werder Bremen,Hamburger SV,0,0
1997/1998,11,,Karlsruher SC,FC Bayern Muenchen,1,1
1997/1998,11,,VfB Stuttgart,Hertha BSC,4,1
1997/1998,11,,MSV Duisburg,Borussia Dortmund,0,0
1997/1998,11,,Bayer Leverkusen,1.FC Kaiserslautern,1,1
1997/1998,11,,TSV 1860 Muenchen,VfL Wolfsburg,2,1
1997/1998,11,,FC Hansa Rostock,Schalke 04,4,1
1997/1998,11,,Arminia Bielefeld,Borussia Mgladbach,3,1
1997/1998,12,,1.FC Kaiserslautern,MSV Duisburg,1,0
1997/1998,12,,Schalke 04,VfL Bochum,2,0
1997/1998,12,,VfL Wolfsburg,Arminia Bielefeld,2,0
1997/1998,12,,Borussia Dortmund,FC Hansa Rostock,3,2
1997/1998,12,,Hertha BSC,Karlsruher SC,3,1
1997/1998,12,,FC Bayern Muenchen,SV Werder Bremen,2,0
1997/1998,12,,Hamburger SV,TSV 1860 Muenchen,1,2
1997/1998,12,,Borussia Mgladbach,Bayer Leverkusen,2,2
1997/1998,12,,1.FC Koeln,VfB Stuttgart,4,2
1997/1998,13,,Borussia Dortmund,1.FC Kaiserslautern,2,2
1997/1998,13,,Bayer Leverkusen,VfL Wolfsburg,2,1
1997/1998,13,,Arminia Bielefeld,Hamburger SV,0,3
1997/1998,13,,Karlsruher SC,1.FC Koeln,3,1
1997/1998,13,,VfB Stuttgart,Schalke 04,0,0
1997/1998,13,,TSV 1860 Muenchen,FC Bayern Muenchen,2,2
1997/1998,13,,SV Werder Bremen,Hertha BSC,0,2
1997/1998,13,,FC Hansa Rostock,VfL Bochum,2,2
1997/1998,13,,MSV Duisburg,Borussia Mgladbach,4,5
1997/1998,14,,VfL Wolfsburg,MSV Duisburg,0,2
