1999/2000,12,,Hamburger SV,Arminia Bielefeld,5,0
1999/2000,12,,SV Werder Bremen,Eintracht Frankfurt,3,1
1999/2000,12,,Hertha BSC,1.FC Kaiserslautern,0,1
1999/2000,12,,Schalke 04,VfL Wolfsburg,1,1
1999/2000,12,,VfB Stuttgart,SSV Ulm 1846,2,0
1999/2000,12,,FC Bayern Muenchen,SC Freiburg,6,1
1999/2000,12,,MSV Duisburg,TSV 1860 Muenchen,3,0
1999/2000,12,,Bayer Leverkusen,FC Hansa Rostock,1,1
1999/2000,13,,SSV Ulm 1846,Schalke 04,1,1
1999/2000,13,,VfL Wolfsburg,Hertha BSC,2,3
1999/2000,13,,SV Werder Bremen,Hamburger SV,2,1
1999/2000,13,,Arminia Bielefeld,Bayer Leverkusen,1,2
1999/2000,13,,FC Hansa Rostock,Spvgg Unterhaching,1,1
1999/2000,13,,Borussia Dortmund,MSV Duisburg,2,2
1999/2000,13,,TSV 1860 Muenchen,FC Bayern Muenchen,1,0
1999/2000,13,,SC Freiburg,VfB Stuttgart,0,2
1999/2000,13,,Eintracht Frankfurt,1.FC Kaiserslautern,0,1
1999/2000,14,,Spvgg Unterhaching,Arminia Bielefeld,2,0
1999/2000,14,,Hamburger SV,Eintracht Frankfurt,1,0
1999/2000,14,,1.FC Kaiserslautern,VfL Wolfsburg,2,2
1999/2000,14,,Hertha BSC,SSV Ulm 1846,3,0
1999/2000,14,,Schalke 04,SC Freiburg,2,2
1999/2000,14,,VfB Stuttgart,TSV 1860 Muenchen,1,3
1999/2000,14,,FC Bayern Muenchen,Borussia Dortmund,1,1
1999/2000,14,,MSV Duisburg,FC Hansa Rostock,2,2
1999/2000,14,,Bayer Leverkusen,SV Werder Bremen,3,2
1999/2000,15,,SSV Ulm 1846,1.FC Kaiserslautern,3,1
1999/2000,15,,VfL Wolfsburg,Eintracht Frankfurt,1,0
1999/2000,15,,SV Werder Bremen,Spvgg Unterhaching,2,2
1999/2000,15,,Arminia Bielefeld,MSV Duisburg,0,1
1999/2000,15,,FC Hansa Rostock,FC Bayern Muenchen,0,3
1999/2000,15,,Borussia Dortmund,VfB Stuttgart,1,1
1999/2000,15,,TSV 1860 Muenchen,Schalke 04,3,3
1999/2000,15,,SC Freiburg,Hertha BSC,0,1
1999/2000,15,,Bayer Leverkusen,Hamburger SV,2,2
1999/2000,16,,Spvgg Unterhaching,Hamburger SV,1,1
1999/2000,16,,VfL Wolfsburg,SSV Ulm 1846,1,2
1999/2000,16,,1.FC Kaiserslautern,SC Freiburg,0,2
1999/2000,16,,Hertha BSC,TSV 1860 Muenchen,1,1
1999/2000,16,,Schalke 04,Borussia Dortmund,0,0
1999/2000,16,,VfB Stuttgart,FC Hansa Rostock,3,1
1999/2000,16,,FC Bayern Muenchen,Arminia Bielefeld,2,1
1999/2000,16,,MSV Duisburg,SV Werder Bremen,0,1
1999/2000,16,,Eintracht Frankfurt,Bayer Leverkusen,1,2
1999/2000,17,,SSV Ulm 1846,Eintracht Frankfurt,3,0
1999/2000,17,,Hamburger SV,MSV Duisburg,6,1
1999/2000,17,,SV Werder Bremen,FC Bayern Muenchen,0,2
1999/2000,17,,Arminia Bielefeld,VfB Stuttgart,1,2
1999/2000,17,,FC Hansa Rostock,Schalke 04,1,0
1999/2000,17,,Borussia Dortmund,Hertha BSC,4,0
1999/2000,17,,TSV 1860 Muenchen,1.FC Kaiserslautern,2,1
1999/2000,17,,SC Freiburg,VfL Wolfsburg,1,1
1999/2000,17,,Bayer Leverkusen,Spvgg Unterhaching,2,1
1999/2000,18,,SC Freiburg,SSV Ulm 1846,2,0
1999/2000,18,,TSV 1860 Muenchen,VfL Wolfsburg,1,2
1999/2000,18,,Borussia Dortmund,1.FC Kaiserslautern,0,1
1999/2000,18,,FC Hansa Rostock,Hertha BSC,0,1
1999/2000,18,,Arminia Bielefeld,Schalke 04,1,2
1999/2000,18,,SV Werder Bremen,VfB Stuttgart,2,1
1999/2000,18,,Hamburger SV,FC Bayern Muenchen,0,0
1999/2000,18,,Bayer Leverkusen,MSV Duisburg,3,0
1999/2000,18,,Spvgg Unterhaching,Eintracht Frankfurt,1,0
1999/2000,19,,MSV Duisburg,Spvgg Unterhaching,2,0
1999/2000,19,,VfB Stuttgart,Hamburger SV,1,3
1999/2000,19,,Schalke 04,SV Werder Bremen,3,1
1999/2000,19,,Hertha BSC,Arminia Bielefeld,2,0
1999/2000,19,,1.FC Kaiserslautern,FC Hansa Rostock,2,2
1999/2000,19,,VfL Wolfsburg,Borussia Dortmund,1,0
1999/2000,19,,SSV Ulm 1846,TSV 1860 Muenchen,3,0
1999/2000,19,,Eintracht Frankfurt,SC Freiburg,2,0
1999/2000,19,,FC Bayern Muenchen,Bayer Leverkusen,4,1
1999/2000,20,,Borussia Dortmund,SSV Ulm 1846,1,1
1999/2000,20,,FC Hansa Rostock,VfL Wolfsburg,1,1
1999/2000,20,,Arminia Bielefeld,1.FC Kaiserslautern,1,2
1999/2000,20,,SV Werder Bremen,Hertha BSC,4,1
1999/2000,20,,Hamburger SV,Schalke 04,3,1
1999/2000,20,,Bayer Leverkusen,VfB Stuttgart,1,0
1999/2000,20,,Spvgg Unterhaching,FC Bayern Muenchen,0,2
1999/2000,20,,TSV 1860 Muenchen,SC Freiburg,3,1
1999/2000,20,,MSV Duisburg,Eintracht Frankfurt,2,3
1999/2000,21,,VfB Stuttgart,Spvgg Unterhaching,0,2
1999/2000,21,,Hertha BSC,Hamburger SV,2,1
1999/2000,21,,1.FC Kaiserslautern,SV Werder Bremen,4,3
1999/2000,21,,VfL Wolfsburg,Arminia Bielefeld,2,0
1999/2000,21,,SSV Ulm 1846,FC Hansa Rostock,1,1
1999/2000,21,,SC Freiburg,Borussia Dortmund,1,1
1999/2000,21,,Eintracht Frankfurt,TSV 1860 Muenchen,3,1
1999/2000,21,,FC Bayern Muenchen,MSV Duisburg,4,1
1999/2000,21,,Schalke 04,Bayer Leverkusen,1,1
1999/2000,22,,Arminia Bielefeld,SSV Ulm 1846,4,1
1999/2000,22,,SV Werder Bremen,VfL Wolfsburg,2,2
1999/2000,22,,Hamburger SV,1.FC Kaiserslautern,2,1
1999/2000,22,,Bayer Leverkusen,Hertha BSC,3,1
1999/2000,22,,Spvgg Unterhaching,Schalke 04,3,1
1999/2000,22,,MSV Duisburg,VfB Stuttgart,1,3
1999/2000,22,,Borussia Dortmund,TSV 1860 Muenchen,1,1
1999/2000,22,,FC Hansa Rostock,SC Freiburg,1,1
1999/2000,22,,FC Bayern Muenchen,Eintracht Frankfurt,4,1
1999/2000,23,,Hertha BSC,Spvgg Unterhaching,2,1
1999/2000,23,,VfL Wolfsburg,Hamburger SV,4,4
1999/2000,23,,SSV Ulm 1846,SV Werder Bremen,2,1
1999/2000,23,,SC Freiburg,Arminia Bielefeld,1,1
1999/2000,23,,TSV 1860 Muenchen,FC Hansa Rostock,4,3
1999/2000,23,,Eintracht Frankfurt,Borussia Dortmund,1,1
1999/2000,23,,VfB Stuttgart,FC Bayern Muenchen,2,0
1999/2000,23,,Schalke 04,MSV Duisburg,3,0
1999/2000,23,,1.FC Kaiserslautern,Bayer Leverkusen,1,3
1999/2000,24,,Hamburger SV,SSV Ulm 1846,1,2
1999/2000,24,,Bayer Leverkusen,VfL Wolfsburg,4,1
1999/2000,24,,Spvgg Unterhaching,1.FC Kaiserslautern,1,2
1999/2000,24,,MSV Duisburg,Hertha BSC,0,0
1999/2000,24,,FC Bayern Muenchen,Schalke 04,4,1
1999/2000,24,,FC Hansa Rostock,Borussia Dortmund,1,0
1999/2000,24,,Arminia Bielefeld,TSV 1860 Muenchen,2,2
1999/2000,24,,SV Werder Bremen,SC Freiburg,5,2
1999/2000,24,,VfB Stuttgart,Eintracht Frankfurt,0,2
1999/2000,25,,VfL Wolfsburg,Spvgg Unterhaching,2,2
1999/2000,25,,SC Freiburg,Hamburger SV,0,2
1999/2000,25,,TSV 1860 Muenchen,SV Werder Bremen,1,0
1999/2000,25,,Borussia Dortmund,Arminia Bielefeld,1,3
1999/2000,25,,Eintracht Frankfurt,FC Hansa Rostock,0,0
1999/2000,25,,Schalke 04,VfB Stuttgart,3,0
1999/2000,25,,Hertha BSC,FC Bayern Muenchen,1,1
1999/2000,25,,1.FC Kaiserslautern,MSV Duisburg,3,2
1999/2000,25,,SSV Ulm 1846,Bayer Leverkusen,1,9
1999/2000,26,,Spvgg Unterhaching,SSV Ulm 1846,1,0
1999/2000,26,,MSV Duisburg,VfL Wolfsburg,2,3
1999/2000,26,,FC Bayern Muenchen,1.FC Kaiserslautern,2,2
1999/2000,26,,VfB Stuttgart,Hertha BSC,1,0
1999/2000,26,,Arminia Bielefeld,FC Hansa Rostock,2,2
1999/2000,26,,SV Werder Bremen,Borussia Dortmund,3,2
1999/2000,26,,Hamburger SV,TSV 1860 Muenchen,2,0
1999/2000,26,,Bayer Leverkusen,SC Freiburg,1,1
1999/2000,26,,Schalke 04,Eintracht Frankfurt,0,0
1999/2000,27,,SC Freiburg,Spvgg Unterhaching,4,3
1999/2000,27,,Borussia Dortmund,Hamburger SV,0,1
1999/2000,27,,FC Hansa Rostock,SV Werder Bremen,1,1
1999/2000,27,,Eintracht Frankfurt,Arminia Bielefeld,2,1
1999/2000,27,,Hertha BSC,Schalke 04,2,1
1999/2000,27,,1.FC Kaiserslautern,VfB Stuttgart,1,2
1999/2000,27,,VfL Wolfsburg,FC Bayern Muenchen,1,1
1999/2000,27,,SSV Ulm 1846,MSV Duisburg,0,3
1999/2000,27,,TSV 1860 Muenchen,Bayer Leverkusen,1,2
1999/2000,28,,FC Bayern Muenchen,SSV Ulm 1846,4,0
1999/2000,28,,VfB Stuttgart,VfL Wolfsburg,2,5
1999/2000,28,,Schalke 04,1.FC Kaiserslautern,1,2
1999/2000,28,,SV Werder Bremen,Arminia Bielefeld,3,1
1999/2000,28,,Hamburger SV,FC Hansa Rostock,1,0
1999/2000,28,,Bayer Leverkusen,Borussia Dortmund,3,1
1999/2000,28,,Spvgg Unterhaching,TSV 1860 Muenchen,1,1
1999/2000,28,,MSV Duisburg,SC Freiburg,1,2
1999/2000,28,,Hertha BSC,Eintracht Frankfurt,1,0
1999/2000,29,,Borussia Dortmund,Spvgg Unterhaching,1,3
1999/2000,29,,Arminia Bielefeld,Hamburger SV,3,0
1999/2000,29,,Eintracht Frankfurt,SV Werder Bremen,1,0
1999/2000,29,,1.FC Kaiserslautern,Hertha BSC,1,2
1999/2000,29,,VfL Wolfsburg,Schalke 04,0,0
1999/2000,29,,SSV Ulm 1846,VfB Stuttgart,1,1
1999/2000,29,,SC Freiburg,FC Bayern Muenchen,1,2
1999/2000,29,,TSV 1860 Muenchen,MSV Duisburg,4,1
1999/2000,29,,FC Hansa Rostock,Bayer Leverkusen,1,1
1999/2000,30,,Schalke 04,SSV Ulm 1846,0,0
1999/2000,30,,Hertha BSC,VfL Wolfsburg,0,0
1999/2000,30,,Hamburger SV,SV Werder Bremen,0,0
1999/2000,30,,Bayer Leverkusen,Arminia Bielefeld,4,1
1999/2000,30,,Spvgg Unterhaching,FC Hansa Rostock,1,1
1999/2000,30,,MSV Duisburg,Borussia Dortmund,2,2
1999/2000,30,,FC Bayern Muenchen,TSV 1860 Muenchen,1,2
1999/2000,30,,VfB Stuttgart,SC Freiburg,1,0
1999/2000,30,,1.FC Kaiserslautern,Eintracht Frankfurt,1,0
1999/2000,31,,Arminia Bielefeld,Spvgg Unterhaching,1,0
1999/2000,31,,Eintracht Frankfurt,Hamburger SV,3,0
1999/2000,31,,VfL Wolfsburg,1.FC Kaiserslautern,3,2
1999/2000,31,,SSV Ulm 1846,Hertha BSC,0,1
1999/2000,31,,SC Freiburg,Schalke 04,2,1
1999/2000,31,,TSV 1860 Muenchen,VfB Stuttgart,1,1
1999/2000,31,,Borussia Dortmund,FC Bayern Muenchen,0,1
1999/2000,31,,FC Hansa Rostock,MSV Duisburg,3,1
1999/2000,31,,SV Werder Bremen,Bayer Leverkusen,1,3
1999/2000,32,,1.FC Kaiserslautern,SSV Ulm 1846,6,2
1999/2000,32,,Eintracht Frankfurt,VfL Wolfsburg,4,0
1999/2000,32,,Spvgg Unterhaching,SV Werder Bremen,1,0
1999/2000,32,,MSV Duisburg,Arminia Bielefeld,0,3
1999/2000,32,,FC Bayern Muenchen,FC Hansa Rostock,4,1
1999/2000,32,,VfB Stuttgart,Borussia Dortmund,1,2
1999/2000,32,,Schalke 04,TSV 1860 Muenchen,2,2
1999/2000,32,,Hertha BSC,SC Freiburg,0,0
1999/2000,32,,Hamburger SV,Bayer Leverkusen,0,2
1999/2000,33,,Hamburger SV,Spvgg Unterhaching,3,0
1999/2000,33,,SSV Ulm 1846,VfL Wolfsburg,2,0
1999/2000,33,,SC Freiburg,1.FC Kaiserslautern,2,1
1999/2000,33,,TSV 1860 Muenchen,Hertha BSC,2,1
1999/2000,33,,Borussia Dortmund,Schalke 04,1,1
1999/2000,33,,FC Hansa Rostock,VfB Stuttgart,1,4
1999/2000,33,,Arminia Bielefeld,FC Bayern Muenchen,0,3
1999/2000,33,,SV Werder Bremen,MSV Duisburg,4,0
1999/2000,33,,Bayer Leverkusen,Eintracht Frankfurt,4,1
1999/2000,34,,Eintracht Frankfurt,SSV Ulm 1846,2,1
1999/2000,34,,MSV Duisburg,Hamburger SV,1,1
1999/2000,34,,FC Bayern Muenchen,SV Werder Bremen,3,1
1999/2000,34,,VfB Stuttgart,Arminia Bielefeld,3,3
1999/2000,34,,Schalke 04,FC Hansa Rostock,0,2
1999/2000,34,,Hertha BSC,Borussia Dortmund,0,3
1999/2000,34,,1.FC Kaiserslautern,TSV 1860 Muenchen,1,1
1999/2000,34,,VfL Wolfsburg,SC Freiburg,2,1
1999/2000,34,,Spvgg Unterhaching,Bayer Leverkusen,2,0
2000/2001,1,,FC Bayern Muenchen,Hertha BSC,4,1
2000/2001,1,,1.FC Kaiserslautern,VfL Bochum,0,1
2000/2001,1,,Bayer Leverkusen,VfL Wolfsburg,2,0
2000/2001,1,,SC Freiburg,VfB Stuttgart,4,0
2000/2001,1,,Eintracht Frankfurt,Spvgg Unterhaching,3,0
2000/2001,1,,Schalke 04,1.FC Koeln,2,1
2000/2001,1,,Borussia Dortmund,FC Hansa Rostock,1,0
2000/2001,1,,SV Werder Bremen,Energie Cottbus,3,1
2000/2001,1,,Hamburger SV,TSV 1860 Muenchen,2,2
2000/2001,2,,TSV 1860 Muenchen,SV Werder Bremen,2,1
2000/2001,2,,FC Hansa Rostock,Schalke 04,0,4
2000/2001,2,,1.FC Koeln,Eintracht Frankfurt,4,1
2000/2001,2,,Spvgg Unterhaching,SC Freiburg,1,1
2000/2001,2,,VfB Stuttgart,Bayer Leverkusen,4,1
2000/2001,2,,VfL Wolfsburg,1.FC Kaiserslautern,4,0
2000/2001,2,,VfL Bochum,FC Bayern Muenchen,0,3
2000/2001,2,,Hertha BSC,Hamburger SV,4,0
2000/2001,2,,Energie Cottbus,Borussia Dortmund,1,4
2000/2001,3,,FC Bayern Muenchen,VfL Wolfsburg,3,1
2000/2001,3,,1.FC Kaiserslautern,VfB Stuttgart,1,0
2000/2001,3,,Bayer Leverkusen,Spvgg Unterhaching,1,0
2000/2001,3,,SC Freiburg,1.FC Koeln,0,0
2000/2001,3,,Eintracht Frankfurt,FC Hansa Rostock,4,0
2000/2001,3,,Schalke 04,Energie Cottbus,3,0
2000/2001,3,,Borussia Dortmund,TSV 1860 Muenchen,2,3
2000/2001,3,,Hertha BSC,VfL Bochum,4,0
2000/2001,3,,Hamburger SV,SV Werder Bremen,2,1
2000/2001,4,,TSV 1860 Muenchen,Schalke 04,1,1
2000/2001,4,,FC Hansa Rostock,SC Freiburg,0,0
2000/2001,4,,1.FC Koeln,Bayer Leverkusen,1,1
2000/2001,4,,Spvgg Unterhaching,1.FC Kaiserslautern,0,0
2000/2001,4,,VfB Stuttgart,FC Bayern Muenchen,2,1
2000/2001,4,,VfL Wolfsburg,Hertha BSC,2,1
2000/2001,4,,VfL Bochum,Hamburger SV,0,4
2000/2001,4,,SV Werder Bremen,Borussia Dortmund,1,2
2000/2001,4,,Energie Cottbus,Eintracht Frankfurt,2,0
2000/2001,5,,FC Bayern Muenchen,Spvgg Unterhaching,3,1
2000/2001,5,,1.FC Kaiserslautern,1.FC Koeln,3,1
2000/2001,5,,Bayer Leverkusen,FC Hansa Rostock,1,2
2000/2001,5,,SC Freiburg,Energie Cottbus,4,1
2000/2001,5,,Eintracht Frankfurt,TSV 1860 Muenchen,1,0
2000/2001,5,,Schalke 04,SV Werder Bremen,1,1
2000/2001,5,,VfL Bochum,VfL Wolfsburg,2,1
2000/2001,5,,Hertha BSC,VfB Stuttgart,2,0
2000/2001,5,,Hamburger SV,Borussia Dortmund,2,3
2000/2001,6,,TSV 1860 Muenchen,SC Freiburg,3,1
2000/2001,6,,FC Hansa Rostock,1.FC Kaiserslautern,1,0
2000/2001,6,,1.FC Koeln,FC Bayern Muenchen,1,2
2000/2001,6,,Spvgg Unterhaching,Hertha BSC,5,2
2000/2001,6,,VfB Stuttgart,VfL Bochum,1,1
2000/2001,6,,VfL Wolfsburg,Hamburger SV,4,4
2000/2001,6,,Borussia Dortmund,Schalke 04,0,4
2000/2001,6,,SV Werder Bremen,Eintracht Frankfurt,1,1
2000/2001,6,,Energie Cottbus,Bayer Leverkusen,1,2
2000/2001,7,,FC Bayern Muenchen,FC Hansa Rostock,0,1
2000/2001,7,,1.FC Kaiserslautern,Energie Cottbus,1,1
2000/2001,7,,Bayer Leverkusen,TSV 1860 Muenchen,0,0
2000/2001,7,,SC Freiburg,SV Werder Bremen,0,1
2000/2001,7,,Eintracht Frankfurt,Borussia Dortmund,1,1
2000/2001,7,,VfL Wolfsburg,VfB Stuttgart,2,2
2000/2001,7,,VfL Bochum,Spvgg Unterhaching,3,0
2000/2001,7,,Hertha BSC,1.FC Koeln,4,2
2000/2001,7,,Hamburger SV,Schalke 04,2,0
2000/2001,8,,TSV 1860 Muenchen,1.FC Kaiserslautern,0,4
2000/2001,8,,FC Hansa Rostock,Hertha BSC,0,2
2000/2001,8,,1.FC Koeln,VfL Bochum,2,0
2000/2001,8,,Spvgg Unterhaching,VfL Wolfsburg,0,3
2000/2001,8,,VfB Stuttgart,Hamburger SV,3,3
2000/2001,8,,Schalke 04,Eintracht Frankfurt,4,0
2000/2001,8,,Borussia Dortmund,SC Freiburg,1,0
2000/2001,8,,SV Werder Bremen,Bayer Leverkusen,3,3
2000/2001,8,,Energie Cottbus,FC Bayern Muenchen,1,0
2000/2001,9,,FC Bayern Muenchen,TSV 1860 Muenchen,3,1
2000/2001,9,,1.FC Kaiserslautern,SV Werder Bremen,2,0
2000/2001,9,,Bayer Leverkusen,Borussia Dortmund,2,0
2000/2001,9,,SC Freiburg,Schalke 04,3,1
2000/2001,9,,VfB Stuttgart,Spvgg Unterhaching,2,2
2000/2001,9,,VfL Wolfsburg,1.FC Koeln,6,0
2000/2001,9,,VfL Bochum,FC Hansa Rostock,1,2
2000/2001,9,,Hertha BSC,Energie Cottbus,3,1
2000/2001,9,,Hamburger SV,Eintracht Frankfurt,2,0
2000/2001,10,,TSV 1860 Muenchen,Hertha BSC,0,1
2000/2001,10,,FC Hansa Rostock,VfL Wolfsburg,1,1
2000/2001,10,,1.FC Koeln,VfB Stuttgart,3,2
2000/2001,10,,Spvgg Unterhaching,Hamburger SV,2,1
2000/2001,10,,Eintracht Frankfurt,SC Freiburg,3,0
2000/2001,10,,Schalke 04,Bayer Leverkusen,0,0
2000/2001,10,,Borussia Dortmund,1.FC Kaiserslautern,1,2
2000/2001,10,,SV Werder Bremen,FC Bayern Muenchen,1,1
2000/2001,10,,Energie Cottbus,VfL Bochum,2,0
2000/2001,11,,FC Bayern Muenchen,Borussia Dortmund,6,2
2000/2001,11,,1.FC Kaiserslautern,Schalke 04,3,2
2000/2001,11,,Bayer Leverkusen,Eintracht Frankfurt,1,0
2000/2001,11,,Spvgg Unterhaching,1.FC Koeln,0,0
2000/2001,11,,VfB Stuttgart,FC Hansa Rostock,1,0
2000/2001,11,,VfL Wolfsburg,Energie Cottbus,1,1
2000/2001,11,,VfL Bochum,TSV 1860 Muenchen,1,1
2000/2001,11,,Hertha BSC,SV Werder Bremen,4,1
2000/2001,11,,Hamburger SV,SC Freiburg,5,0
2000/2001,12,,TSV 1860 Muenchen,VfL Wolfsburg,2,2
2000/2001,12,,FC Hansa Rostock,Spvgg Unterhaching,2,2
2000/2001,12,,1.FC Koeln,Hamburger SV,4,2
2000/2001,12,,SC Freiburg,Bayer Leverkusen,0,1
2000/2001,12,,Eintracht Frankfurt,1.FC Kaiserslautern,3,1
2000/2001,12,,Schalke 04,FC Bayern Muenchen,3,2
2000/2001,12,,Borussia Dortmund,Hertha BSC,2,0
2000/2001,12,,SV Werder Bremen,VfL Bochum,2,0
2000/2001,12,,Energie Cottbus,VfB Stuttgart,2,1
2000/2001,13,,FC Bayern Muenchen,Eintracht Frankfurt,1,2
2000/2001,13,,1.FC Kaiserslautern,SC Freiburg,0,2
2000/2001,13,,1.FC Koeln,FC Hansa Rostock,5,2
2000/2001,13,,Spvgg Unterhaching,Energie Cottbus,2,1
2000/2001,13,,VfB Stuttgart,TSV 1860 Muenchen,2,2
2000/2001,13,,VfL Wolfsburg,SV Werder Bremen,1,1
2000/2001,13,,VfL Bochum,Borussia Dortmund,1,1
2000/2001,13,,Hertha BSC,Schalke 04,0,4
2000/2001,13,,Hamburger SV,Bayer Leverkusen,1,3
2000/2001,14,,TSV 1860 Muenchen,Spvgg Unterhaching,0,2
2000/2001,14,,FC Hansa Rostock,Hamburger SV,1,0
2000/2001,14,,Bayer Leverkusen,1.FC Kaiserslautern,4,2
2000/2001,14,,SC Freiburg,FC Bayern Muenchen,1,1
2000/2001,14,,Eintracht Frankfurt,Hertha BSC,0,4
2000/2001,14,,Schalke 04,VfL Bochum,2,1
2000/2001,14,,Borussia Dortmund,VfL Wolfsburg,2,1
2000/2001,14,,SV Werder Bremen,VfB Stuttgart,1,0
2000/2001,14,,Energie Cottbus,1.FC Koeln,0,2
2000/2001,15,,FC Bayern Muenchen,Bayer Leverkusen,2,0
2000/2001,15,,1.FC Kaiserslautern,Hamburger SV,2,1
2000/2001,15,,1.FC Koeln,TSV 1860 Muenchen,4,0
2000/2001,15,,Spvgg Unterhaching,SV Werder Bremen,0,0
2000/2001,15,,VfB Stuttgart,Borussia Dortmund,0,2
2000/2001,15,,VfL Wolfsburg,Schalke 04,2,0
2000/2001,15,,VfL Bochum,Eintracht Frankfurt,2,1
2000/2001,15,,Hertha BSC,SC Freiburg,2,2
2000/2001,15,,Energie Cottbus,FC Hansa Rostock,1,0
2000/2001,16,,TSV 1860 Muenchen,FC Hansa Rostock,2,1
2000/2001,16,,1.FC Kaiserslautern,FC Bayern Muenchen,0,0
2000/2001,16,,Bayer Leverkusen,Hertha BSC,4,0
2000/2001,16,,SC Freiburg,VfL Bochum,5,0
2000/2001,16,,Eintracht Frankfurt,VfL Wolfsburg,1,2
2000/2001,16,,Schalke 04,VfB Stuttgart,2,1
2000/2001,16,,Borussia Dortmund,Spvgg Unterhaching,3,0
2000/2001,16,,SV Werder Bremen,1.FC Koeln,2,1
2000/2001,16,,Hamburger SV,Energie Cottbus,2,1
2000/2001,17,,FC Bayern Muenchen,Hamburger SV,2,1
2000/2001,17,,FC Hansa Rostock,SV Werder Bremen,5,2
2000/2001,17,,1.FC Koeln,Borussia Dortmund,0,0
2000/2001,17,,Spvgg Unterhaching,Schalke 04,0,2
2000/2001,17,,VfB Stuttgart,Eintracht Frankfurt,4,1
2000/2001,17,,VfL Wolfsburg,SC Freiburg,1,2
2000/2001,17,,VfL Bochum,Bayer Leverkusen,3,2
2000/2001,17,,Hertha BSC,1.FC Kaiserslautern,2,4
2000/2001,17,,Energie Cottbus,TSV 1860 Muenchen,2,3
2000/2001,18,,Hertha BSC,FC Bayern Muenchen,1,3
2000/2001,18,,VfL Bochum,1.FC Kaiserslautern,0,1
2000/2001,18,,VfL Wolfsburg,Bayer Leverkusen,2,0
2000/2001,18,,VfB Stuttgart,SC Freiburg,0,0
2000/2001,18,,Spvgg Unterhaching,Eintracht Frankfurt,2,0
2000/2001,18,,1.FC Koeln,Schalke 04,2,2
2000/2001,18,,FC Hansa Rostock,Borussia Dortmund,1,2
2000/2001,18,,Energie Cottbus,SV Werder Bremen,3,1
2000/2001,18,,TSV 1860 Muenchen,Hamburger SV,2,1
2000/2001,19,,SV Werder Bremen,TSV 1860 Muenchen,2,0
2000/2001,19,,Schalke 04,FC Hansa Rostock,2,0
2000/2001,19,,Eintracht Frankfurt,1.FC Koeln,1,5
2000/2001,19,,SC Freiburg,Spvgg Unterhaching,2,0
2000/2001,19,,Bayer Leverkusen,VfB Stuttgart,4,0
2000/2001,19,,1.FC Kaiserslautern,VfL Wolfsburg,0,0
2000/2001,19,,FC Bayern Muenchen,VfL Bochum,3,2
2000/2001,19,,Hamburger SV,Hertha BSC,1,2
2000/2001,19,,Borussia Dortmund,Energie Cottbus,2,0
2000/2001,20,,VfL Wolfsburg,FC Bayern Muenchen,1,3
2000/2001,20,,VfB Stuttgart,1.FC Kaiserslautern,6,1
2000/2001,20,,Spvgg Unterhaching,Bayer Leverkusen,1,2
2000/2001,20,,1.FC Koeln,SC Freiburg,0,1
2000/2001,20,,FC Hansa Rostock,Eintracht Frankfurt,0,2
2000/2001,20,,Energie Cottbus,Schalke 04,4,1
2000/2001,20,,TSV 1860 Muenchen,Borussia Dortmund,1,0
2000/2001,20,,VfL Bochum,Hertha BSC,1,3
2000/2001,20,,SV Werder Bremen,Hamburger SV,3,1
2000/2001,21,,Schalke 04,TSV 1860 Muenchen,2,0
2000/2001,21,,SC Freiburg,FC Hansa Rostock,0,0
2000/2001,21,,Bayer Leverkusen,1.FC Koeln,4,1
2000/2001,21,,1.FC Kaiserslautern,Spvgg Unterhaching,4,0
2000/2001,21,,FC Bayern Muenchen,VfB Stuttgart,1,0
2000/2001,21,,Hertha BSC,VfL Wolfsburg,1,3
2000/2001,21,,Hamburger SV,VfL Bochum,3,0
2000/2001,21,,Borussia Dortmund,SV Werder Bremen,0,0
2000/2001,21,,Eintracht Frankfurt,Energie Cottbus,1,0
2000/2001,22,,Spvgg Unterhaching,FC Bayern Muenchen,1,0
2000/2001,22,,1.FC Koeln,1.FC Kaiserslautern,0,1
2000/2001,22,,FC Hansa Rostock,Bayer Leverkusen,2,1
2000/2001,22,,Energie Cottbus,SC Freiburg,0,2
2000/2001,22,,TSV 1860 Muenchen,Eintracht Frankfurt,2,2
2000/2001,22,,SV Werder Bremen,Schalke 04,2,1
2000/2001,22,,VfL Wolfsburg,VfL Bochum,0,0
2000/2001,22,,VfB Stuttgart,Hertha BSC,0,1
2000/2001,22,,Borussia Dortmund,Hamburger SV,4,2
2000/2001,23,,SC Freiburg,TSV 1860 Muenchen,0,3
2000/2001,23,,1.FC Kaiserslautern,FC Hansa Rostock,0,1
2000/2001,23,,FC Bayern Muenchen,1.FC Koeln,1,1
2000/2001,23,,Hertha BSC,Spvgg Unterhaching,2,1
2000/2001,23,,VfL Bochum,VfB Stuttgart,0,0
2000/2001,23,,Hamburger SV,VfL Wolfsburg,3,2
2000/2001,23,,Schalke 04,Borussia Dortmund,0,0
2000/2001,23,,Eintracht Frankfurt,SV Werder Bremen,1,2
2000/2001,23,,Bayer Leverkusen,Energie Cottbus,1,3
2000/2001,24,,FC Hansa Rostock,FC Bayern Muenchen,3,2
2000/2001,24,,Energie Cottbus,1.FC Kaiserslautern,0,2
2000/2001,24,,TSV 1860 Muenchen,Bayer Leverkusen,1,0
2000/2001,24,,SV Werder Bremen,SC Freiburg,3,1
