1. Round,,,,,,
20:30,Real Zaragoza,-0,Sevilla FC,0:1 (0:1),,
28/11/2011,,,,,,
20:00,Málaga CF,-0,Villarreal CF,2:1 (2:1),,
15. Round,,,,,,
03/12/2011,,,,,,
17:00,Sporting Gijón,-0,Real Madrid,0:3 (0:1),,
17:00,Racing Santander,-0,Villarreal CF,1:0 (1:0),,
19:00,FC Barcelona,-0,Levante UD,5:0 (3:0),,
21:00,Valencia CF,-0,Espanyol Barcelona,2:1 (1:0),,
04/12/2011,,,,,,
11:00,Atlético Madrid,-0,Rayo Vallecano,3:1 (1:0),,
15:00,Real Sociedad,-0,Málaga CF,3:2 (1:1),,
17:00,CA Osasuna,-0,Real Betis,2:1 (1:0),,
19:00,RCD Mallorca,-0,Athletic Bilbao,1:1 (1:1),,
20:30,Granada CF,-0,Real Zaragoza,1:0 (1:0),,
05/12/2011,,,,,,
20:00,Sevilla FC,-0,Getafe CF,3:0 (1:0),,
16. Round,,,,,,
10/12/2011,,,,,,
17:00,Levante UD,-0,Sevilla FC,1:0 (0:0),,
19:00,Real Betis,-0,Valencia CF,2:1 (0:0),,
21:00,Real Madrid,-0,FC Barcelona,1:3 (1:1),,
11/12/2011,,,,,,
11:00,Rayo Vallecano,-0,Sporting Gijón,1:3 (0:2),,
15:00,Getafe CF,-0,Granada CF,1:0 (0:0),,
15:00,Villarreal CF,-0,Real Sociedad,1:1 (0:0),,
17:00,Real Zaragoza,-0,RCD Mallorca,0:1 (0:1),,
17:00,Málaga CF,-0,CA Osasuna,1:1 (0:1),,
18:45,Athletic Bilbao,-0,Racing Santander,1:1 (0:0),,
20:30,Espanyol Barcelona,-0,Atlético Madrid,4:2 (3:1),,
17. Round,,,,,,
29/11/2011,,,,,,
20:00,FC Barcelona,-0,Rayo Vallecano,4:0 (3:0),,
17/12/2011,,,,,,
17:00,RCD Mallorca,-0,Getafe CF,1:2 (1:2),,
17:00,Sporting Gijón,-0,Espanyol Barcelona,1:2 (0:1),,
19:00,Athletic Bilbao,-0,Real Zaragoza,2:1 (1:1),,
21:00,Sevilla FC,-0,Real Madrid,2:6 (0:3),,
18/12/2011,,,,,,
11:00,Atlético Madrid,-0,Real Betis,0:2 (0:0),,
15:00,Granada CF,-0,Levante UD,2:1 (2:0),,
17:00,CA Osasuna,-0,Villarreal CF,2:1 (0:0),,
18:45,Racing Santander,-0,Real Sociedad,0:0 (0:0),,
20:30,Valencia CF,-0,Málaga CF,2:0 (1:0),,
18. Round,,,,,,
07/01/2012,,,,,,
17:00,Racing Santander,-0,Real Zaragoza,1:0 (1:0),,
17:00,Levante UD,-0,RCD Mallorca,0:0 (0:0),,
17:00,Real Sociedad,-0,CA Osasuna,0:0 (0:0),,
19:00,Real Madrid,-0,Granada CF,5:1 (2:1),,
21:00,Málaga CF,-0,Atlético Madrid,0:0 (0:0),,
08/01/2012,,,,,,
11:00,Rayo Vallecano,-0,Sevilla FC,2:1 (1:0),,
15:00,Getafe CF,-0,Athletic Bilbao,0:0 (0:0),,
17:00,Villarreal CF,-0,Valencia CF,2:2 (2:1),,
18:45,Real Betis,-0,Sporting Gijón,2:0 (1:0),,
20:30,Espanyol Barcelona,-0,FC Barcelona,1:1 (0:1),,
19. Round,,,,,,
14/01/2012,,,,,,
17:00,Real Zaragoza,-0,Getafe CF,1:1 (1:0),,
17:00,Granada CF,-0,Rayo Vallecano,1:2 (0:1),,
17:00,Sevilla FC,-0,Espanyol Barcelona,0:0 (0:0),,
19:00,RCD Mallorca,-0,Real Madrid,1:2 (1:0),,
21:00,Valencia CF,-0,Real Sociedad,0:1 (0:0),,
15/01/2012,,,,,,
11:00,Atlético Madrid,-0,Villarreal CF,3:0 (1:0),,
15:00,CA Osasuna,-0,Racing Santander,0:2 (0:1),,
17:00,Athletic Bilbao,-0,Levante UD,3:0 (2:0),,
18:45,Sporting Gijón,-0,Málaga CF,2:1 (1:0),,
20:30,FC Barcelona,-0,Real Betis,4:2 (2:1),,
20. Round,,,,,,
01/05/2012,,,,,,
11:00,Getafe CF,-0,Racing Santander,1:1 (0:0),,
17:00,Granada CF,-0,Espanyol Barcelona,2:1 (2:0),,
19:00,Sporting Gijón,-0,Villarreal CF,2:3 (1:2),,
02/05/2012,,,,,,
17:00,Atlético Madrid,-0,Real Sociedad,1:1 (0:0),,
19:00,FC Barcelona,-0,Málaga CF,4:1 (2:1),,
19:00,Sevilla FC,-0,Real Betis,1:2 (1:1),,
19:00,RCD Mallorca,-0,Rayo Vallecano,1:0 (0:0),,
19:00,Real Zaragoza,-0,Levante UD,1:0 (1:0),,
21:00,Valencia CF,-0,CA Osasuna,4:0 (0:0),,
21:00,Athletic Bilbao,-0,Real Madrid,0:3 (0:2),,
21. Round,,,,,,
28/01/2012,,,,,,
17:00,Espanyol Barcelona,-0,RCD Mallorca,1:0 (1:0),,
17:00,Rayo Vallecano,-0,Athletic Bilbao,2:3 (2:2),,
19:00,Real Madrid,-0,Real Zaragoza,3:1 (1:1),,
21:00,Villarreal CF,-0,FC Barcelona,0:0 (0:0),,
29/01/2012,,,,,,
11:00,Real Betis,-0,Granada CF,1:2 (0:2),,
15:00,Real Sociedad,-0,Sporting Gijón,5:1 (2:0),,
15:00,Levante UD,-0,Getafe CF,1:2 (0:1),,
17:00,Racing Santander,-0,Valencia CF,2:2 (1:0),,
20:30,Málaga CF,-0,Sevilla FC,2:1 (2:1),,
30/01/2012,,,,,,
20:00,CA Osasuna,-0,Atlético Madrid,0:1 (0:1),,
22. Round,,,,,,
04/02/2012,,,,,,
17:00,RCD Mallorca,-0,Real Betis,1:0 (1:0),,
17:00,Athletic Bilbao,-0,Espanyol Barcelona,3:3 (1:1),,
17:00,Levante UD,-0,Racing Santander,1:1 (1:0),,
19:00,Getafe CF,-0,Real Madrid,0:1 (0:1),,
21:00,FC Barcelona,-0,Real Sociedad,2:1 (1:0),,
05/02/2012,,,,,,
11:00,Sporting Gijón,-0,CA Osasuna,1:1 (1:0),,
17:00,Sevilla FC,-0,Villarreal CF,1:2 (1:1),,
18:45,Real Zaragoza,-0,Rayo Vallecano,1:2 (1:0),,
20:30,Atlético Madrid,-0,Valencia CF,0:0 (0:0),,
06/02/2012,,,,,,
20:00,Granada CF,-0,Málaga CF,2:1 (0:0),,
23. Round,,,,,,
11/02/2012,,,,,,
17:00,Racing Santander,-0,Atlético Madrid,0:0 (0:0),,
19:00,CA Osasuna,-0,FC Barcelona,3:2 (2:0),,
21:00,Real Betis,-0,Athletic Bilbao,2:1 (1:1),,
12/02/2012,,,,,,
11:00,Espanyol Barcelona,-0,Real Zaragoza,0:2 (0:0),,
15:00,Málaga CF,-0,RCD Mallorca,3:1 (1:1),,
15:00,Rayo Vallecano,-0,Getafe CF,2:0 (1:0),,
17:00,Valencia CF,-0,Sporting Gijón,4:0 (1:0),,
