1. Round,,,,,
,03:00:00 PM,Norwich City,-,Liverpool FC,2:5 (0:2)
,03:00:00 PM,Reading FC,-,Newcastle United,2:2 (0:0)
,03:00:00 PM,Stoke City,-,Swansea City,2:0 (2:0)
,03:00:00 PM,Sunderland AFC,-,Wigan Athletic,1:0 (0:0)
,05:30:00 PM,Manchester United,-,Tottenham Hotspur,2:3 (0:2)
30/09/2012,04:00:00 PM,Aston Villa,-,West Bromwich Albion,1:1 (0:0)
01/10/12,08:00:00 PM,Queens Park Rangers,-,West Ham United,1:2 (0:2)
7. Round,,,,,
06/10/12,12:45:00 PM,Manchester City,-,Sunderland AFC,3:0 (1:0)
,03:00:00 PM,Chelsea FC,-,Norwich City,4:1 (3:1)
,03:00:00 PM,Swansea City,-,Reading FC,2:2 (0:2)
,03:00:00 PM,West Bromwich Albion,-,Queens Park Rangers,3:2 (2:1)
,03:00:00 PM,Wigan Athletic,-,Everton FC,2:2 (2:1)
,05:30:00 PM,West Ham United,-,Arsenal FC,1:3 (1:1)
07/10/12,01:30:00 PM,Southampton FC,-,Fulham FC,2:2 (1:0)
,03:00:00 PM,Liverpool FC,-,Stoke City,0:0 (0:0)
,03:00:00 PM,Tottenham Hotspur,-,Aston Villa,2:0 (0:0)
,04:00:00 PM,Newcastle United,-,Manchester United,0:3 (0:2)
8. Round,,,,,
20/10/2012,12:45:00 PM,Tottenham Hotspur,-,Chelsea FC,2:4 (0:1)
,03:00:00 PM,Fulham FC,-,Aston Villa,1:0 (0:0)
,03:00:00 PM,Liverpool FC,-,Reading FC,1:0 (1:0)
,03:00:00 PM,Manchester United,-,Stoke City,4:2 (2:1)
,03:00:00 PM,Swansea City,-,Wigan Athletic,2:1 (0:0)
,03:00:00 PM,West Bromwich Albion,-,Manchester City,1:2 (0:0)
,03:00:00 PM,West Ham United,-,Southampton FC,4:1 (0:0)
,05:30:00 PM,Norwich City,-,Arsenal FC,1:0 (1:0)
21/10/2012,01:30:00 PM,Sunderland AFC,-,Newcastle United,1:1 (0:1)
,04:00:00 PM,Queens Park Rangers,-,Everton FC,1:1 (1:1)
9. Round,,,,,
27/10/2012,12:45:00 PM,Aston Villa,-,Norwich City,1:1 (1:0)
,03:00:00 PM,Arsenal FC,-,Queens Park Rangers,1:0 (0:0)
,03:00:00 PM,Reading FC,-,Fulham FC,3:3 (1:0)
,03:00:00 PM,Stoke City,-,Sunderland AFC,0:0 (0:0)
,03:00:00 PM,Wigan Athletic,-,West Ham United,2:1 (1:0)
,05:30:00 PM,Manchester City,-,Swansea City,1:0 (0:0)
28/10/2012,01:30:00 PM,Everton FC,-,Liverpool FC,2:2 (2:2)
,03:00:00 PM,Newcastle United,-,West Bromwich Albion,2:1 (1:0)
,03:00:00 PM,Southampton FC,-,Tottenham Hotspur,1:2 (0:2)
,04:00:00 PM,Chelsea FC,-,Manchester United,2:3 (1:2)
10. Round,,,,,
03/11/12,12:45:00 PM,Manchester United,-,Arsenal FC,2:1 (1:0)
,03:00:00 PM,Fulham FC,-,Everton FC,2:2 (1:0)
,03:00:00 PM,Norwich City,-,Stoke City,1:0 (1:0)
,03:00:00 PM,Sunderland AFC,-,Aston Villa,0:1 (0:0)
,03:00:00 PM,Swansea City,-,Chelsea FC,1:1 (0:0)
,03:00:00 PM,Tottenham Hotspur,-,Wigan Athletic,0:1 (0:0)
,05:30:00 PM,West Ham United,-,Manchester City,0:0 (0:0)
04/11/12,01:30:00 PM,Queens Park Rangers,-,Reading FC,1:1 (0:1)
,04:00:00 PM,Liverpool FC,-,Newcastle United,1:1 (0:1)
05/11/12,08:00:00 PM,West Bromwich Albion,-,Southampton FC,2:0 (1:0)
11. Round,,,,,
10/11/12,03:00:00 PM,Arsenal FC,-,Fulham FC,3:3 (2:2)
,03:00:00 PM,Everton FC,-,Sunderland AFC,2:1 (0:1)
,03:00:00 PM,Reading FC,-,Norwich City,0:0 (0:0)
,03:00:00 PM,Southampton FC,-,Swansea City,1:1 (0:0)
,03:00:00 PM,Stoke City,-,Queens Park Rangers,1:0 (0:0)
,03:00:00 PM,Wigan Athletic,-,West Bromwich Albion,1:2 (1:2)
,05:30:00 PM,Aston Villa,-,Manchester United,2:3 (1:0)
11/11/12,01:30:00 PM,Manchester City,-,Tottenham Hotspur,2:1 (0:1)
,03:00:00 PM,Newcastle United,-,West Ham United,0:1 (0:1)
,04:00:00 PM,Chelsea FC,-,Liverpool FC,1:1 (1:0)
12. Round,,,,,
17/11/2012,12:45:00 PM,Arsenal FC,-,Tottenham Hotspur,5:2 (3:1)
,03:00:00 PM,Liverpool FC,-,Wigan Athletic,3:0 (0:0)
,03:00:00 PM,Manchester City,-,Aston Villa,5:0 (1:0)
,03:00:00 PM,Newcastle United,-,Swansea City,1:2 (0:0)
,03:00:00 PM,Queens Park Rangers,-,Southampton FC,1:3 (0:2)
,03:00:00 PM,Reading FC,-,Everton FC,2:1 (0:1)
,03:00:00 PM,West Bromwich Albion,-,Chelsea FC,2:1 (1:1)
,05:30:00 PM,Norwich City,-,Manchester United,1:0 (0:0)
18/11/2012,04:00:00 PM,Fulham FC,-,Sunderland AFC,1:3 (0:0)
19/11/2012,08:00:00 PM,West Ham United,-,Stoke City,1:1 (0:1)
13. Round,,,,,
24/11/2012,12:45:00 PM,Sunderland AFC,-,West Bromwich Albion,2:4 (0:2)
,03:00:00 PM,Everton FC,-,Norwich City,1:1 (1:0)
,03:00:00 PM,Manchester United,-,Queens Park Rangers,3:1 (0:0)
,03:00:00 PM,Stoke City,-,Fulham FC,1:0 (1:0)
,03:00:00 PM,Wigan Athletic,-,Reading FC,3:2 (0:1)
,05:30:00 PM,Aston Villa,-,Arsenal FC,0:0 (0:0)
25/11/2012,01:30:00 PM,Swansea City,-,Liverpool FC,0:0 (0:0)
,03:00:00 PM,Southampton FC,-,Newcastle United,2:0 (1:0)
,04:00:00 PM,Chelsea FC,-,Manchester City,0:0 (0:0)
,04:00:00 PM,Tottenham Hotspur,-,West Ham United,3:1 (1:0)
14. Round,,,,,
27/11/2012,07:45:00 PM,Sunderland AFC,-,Queens Park Rangers,0:0 (0:0)
,08:00:00 PM,Aston Villa,-,Reading FC,1:0 (0:0)
28/11/2012,07:45:00 PM,Southampton FC,-,Norwich City,1:1 (1:1)
,07:45:00 PM,Stoke City,-,Newcastle United,2:1 (0:0)
,07:45:00 PM,Swansea City,-,West Bromwich Albion,3:1 (3:1)
,07:45:00 PM,Tottenham Hotspur,-,Liverpool FC,2:1 (2:0)
,07:45:00 PM,Chelsea FC,-,Fulham FC,0:0 (0:0)
,07:45:00 PM,Everton FC,-,Arsenal FC,1:1 (1:1)
,08:00:00 PM,Manchester United,-,West Ham United,1:0 (1:0)
,08:00:00 PM,Wigan Athletic,-,Manchester City,0:2 (0:0)
15.Round,,,,,
01/12/12,12:45:00 PM,West Ham United,-,Chelsea FC,3:1 (0:1)
,03:00:00 PM,Arsenal FC,-,Swansea City,0:2 (0:0)
,03:00:00 PM,Fulham FC,-,Tottenham Hotspur,0:3 (0:0)
,03:00:00 PM,Liverpool FC,-,Southampton FC,1:0 (1:0)
,03:00:00 PM,Manchester City,-,Everton FC,1:1 (1:1)
,03:00:00 PM,Queens Park Rangers,-,Aston Villa,1:1 (1:1)
,03:00:00 PM,West Bromwich Albion,-,Stoke City,0:1 (0:0)
,05:30:00 PM,Reading FC,-,Manchester United,3:4 (3:4)
02/12/12,04:00:00 PM,Norwich City,-,Sunderland AFC,2:1 (2:1)
03/12/12,08:00:00 PM,Newcastle United,-,Wigan Athletic,3:0 (2:0)
16. Round,,,,,
08/12/12,03:00:00 PM,Arsenal FC,-,West Bromwich Albion,2:0 (1:0)
,03:00:00 PM,Aston Villa,-,Stoke City,0:0 (0:0)
,03:00:00 PM,Southampton FC,-,Reading FC,1:0 (0:0)
,03:00:00 PM,Sunderland AFC,-,Chelsea FC,1:3 (0:2)
,03:00:00 PM,Swansea City,-,Norwich City,3:4 (0:3)
,03:00:00 PM,Wigan Athletic,-,Queens Park Rangers,2:2 (1:1)
09/12/12,01:30:00 PM,Manchester City,-,Manchester United,2:3 (0:2)
,03:00:00 PM,Everton FC,-,Tottenham Hotspur,2:1 (0:0)
,04:00:00 PM,West Ham United,-,Liverpool FC,2:3 (2:1)
10/12/12,08:00:00 PM,Fulham FC,-,Newcastle United,2:1 (1:0)
17. Round,,,,,
15/12/2012,12:45:00 PM,Newcastle United,-,Manchester City,1:3 (0:2)
,03:00:00 PM,Liverpool FC,-,Aston Villa,1:3 (0:2)
,03:00:00 PM,Manchester United,-,Sunderland AFC,3:1 (2:0)
,03:00:00 PM,Norwich City,-,Wigan Athletic,2:1 (1:0)
,03:00:00 PM,Queens Park Rangers,-,Fulham FC,2:1 (0:0)
,03:00:00 PM,Stoke City,-,Everton FC,1:1 (0:1)
16/12/2012,01:30:00 PM,Tottenham Hotspur,-,Swansea City,1:0 (0:0)
,04:00:00 PM,West Bromwich Albion,-,West Ham United,0:0 (0:0)
17/12/2012,08:00:00 PM,Reading FC,-,Arsenal FC,2:5 (0:3)
16/01/2013,07:45:00 PM,Chelsea FC,-,Southampton FC,2:2 (2:0)
18. Round,,,,,
22/12/2012,12:45:00 PM,Wigan Athletic,-,Arsenal FC,0:1 (0:0)
,03:00:00 PM,Manchester City,-,Reading FC,1:0 (0:0)
,03:00:00 PM,Newcastle United,-,Queens Park Rangers,1:0 (0:0)
,03:00:00 PM,Southampton FC,-,Sunderland AFC,0:1 (0:1)
,03:00:00 PM,Tottenham Hotspur,-,Stoke City,0:0 (0:0)
,03:00:00 PM,West Bromwich Albion,-,Norwich City,2:1 (1:1)
,03:00:00 PM,West Ham United,-,Everton FC,1:2 (1:0)
,05:30:00 PM,Liverpool FC,-,Fulham FC,4:0 (2:0)
23/12/2012,01:30:00 PM,Swansea City,-,Manchester United,1:1 (1:1)
,04:00:00 PM,Chelsea FC,-,Aston Villa,8:0 (3:0)
19. Round,,,,,
26/12/2012,03:00:00 PM,Everton FC,-,Wigan Athletic,2:1 (0:0)
,03:00:00 PM,Fulham FC,-,Southampton FC,1:1 (1:0)
,03:00:00 PM,Manchester United,-,Newcastle United,4:3 (1:2)
,03:00:00 PM,Norwich City,-,Chelsea FC,0:1 (0:1)
,03:00:00 PM,Queens Park Rangers,-,West Bromwich Albion,1:2 (0:1)
,03:00:00 PM,Reading FC,-,Swansea City,0:0 (0:0)
,03:00:00 PM,Sunderland AFC,-,Manchester City,1:0 (0:0)
,05:30:00 PM,Aston Villa,-,Tottenham Hotspur,0:4 (0:0)
,07:45:00 PM,Stoke City,-,Liverpool FC,3:1 (2:1)
23/01/2013,07:45:00 PM,Arsenal FC,-,West Ham United,5:1 (1:1)
20. Round,,,,,
29/12/2012,12:45:00 PM,Sunderland AFC,-,Tottenham Hotspur,1:2 (1:0)
,03:00:00 PM,Aston Villa,-,Wigan Athletic,0:3 (0:1)
,03:00:00 PM,Fulham FC,-,Swansea City,1:2 (0:1)
,03:00:00 PM,Manchester United,-,West Bromwich Albion,2:0 (1:0)
,03:00:00 PM,Norwich City,-,Manchester City,3:4 (1:2)
,03:00:00 PM,Reading FC,-,West Ham United,1:0 (1:0)
,03:00:00 PM,Stoke City,-,Southampton FC,3:3 (1:3)
,05:30:00 PM,Arsenal FC,-,Newcastle United,7:3 (1:1)
30/12/2012,01:30:00 PM,Everton FC,-,Chelsea FC,1:2 (1:1)
,04:00:00 PM,Queens Park Rangers,-,Liverpool FC,0:3 (0:3)
21. Round,,,,,
01/01/13,12:45:00 PM,West Bromwich Albion,-,Fulham FC,1:2 (0:1)
,03:00:00 PM,Manchester City,-,Stoke City,3:0 (1:0)
,03:00:00 PM,Swansea City,-,Aston Villa,2:2 (1:1)
,03:00:00 PM,Tottenham Hotspur,-,Reading FC,3:1 (1:1)
,03:00:00 PM,West Ham United,-,Norwich City,2:1 (2:0)
,03:00:00 PM,Wigan Athletic,-,Manchester United,0:4 (0:2)
,05:30:00 PM,Southampton FC,-,Arsenal FC,1:1 (1:1)
02/01/13,07:45:00 PM,Chelsea FC,-,Queens Park Rangers,0:1 (0:0)
,07:45:00 PM,Liverpool FC,-,Sunderland AFC,3:0 (2:0)
,08:00:00 PM,Newcastle United,-,Everton FC,1:2 (1:1)
22. Round,,,,,
12/01/13,12:45:00 PM,Queens Park Rangers,-,Tottenham Hotspur,0:0 (0:0)
,03:00:00 PM,Aston Villa,-,Southampton FC,0:1 (0:1)
,03:00:00 PM,Everton FC,-,Swansea City,0:0 (0:0)
,03:00:00 PM,Fulham FC,-,Wigan Athletic,1:1 (1:0)
,03:00:00 PM,Norwich City,-,Newcastle United,0:0 (0:0)
,03:00:00 PM,Reading FC,-,West Bromwich Albion,3:2 (0:1)
,03:00:00 PM,Stoke City,-,Chelsea FC,0:4 (0:1)
,03:00:00 PM,Sunderland AFC,-,West Ham United,3:0 (1:0)
13/01/2013,01:30:00 PM,Manchester United,-,Liverpool FC,2:1 (1:0)
,04:00:00 PM,Arsenal FC,-,Manchester City,0:2 (0:2)
23. Round,,,,,
19/01/2013,03:00:00 PM,Liverpool FC,-,Norwich City,5:0 (2:0)
,03:00:00 PM,Manchester City,-,Fulham FC,2:0 (1:0)
,03:00:00 PM,Newcastle United,-,Reading FC,1:2 (1:0)
,03:00:00 PM,Swansea City,-,Stoke City,3:1 (0:0)
,03:00:00 PM,West Ham United,-,Queens Park Rangers,1:1 (0:1)
,03:00:00 PM,Wigan Athletic,-,Sunderland AFC,2:3 (1:3)
,05:30:00 PM,West Bromwich Albion,-,Aston Villa,2:2 (0:2)
20/01/2013,01:30:00 PM,Chelsea FC,-,Arsenal FC,2:1 (2:0)
,04:00:00 PM,Tottenham Hotspur,-,Manchester United,1:1 (0:1)
21/01/2013,08:00:00 PM,Southampton FC,-,Everton FC,0:0 (0:0)
24. Round,,,,,
29/01/2013,07:45:00 PM,Aston Villa,-,Newcastle United,1:2 (0:2)
,07:45:00 PM,Queens Park Rangers,-,Manchester City,0:0 (0:0)
,07:45:00 PM,Stoke City,-,Wigan Athletic,2:2 (1:0)
,07:45:00 PM,Sunderland AFC,-,Swansea City,0:0 (0:0)
30/01/2013,07:45:00 PM,Arsenal FC,-,Liverpool FC,2:2 (0:1)
,07:45:00 PM,Norwich City,-,Tottenham Hotspur,1:1 (1:0)
,07:45:00 PM,Everton FC,-,West Bromwich Albion,2:1 (2:0)
,08:00:00 PM,Manchester United,-,Southampton FC,2:1 (2:1)
,08:00:00 PM,Reading FC,-,Chelsea FC,2:2 (0:1)
,08:00:00 PM,Fulham FC,-,West Ham United,3:1 (1:0)
25. Round,,,,,
02/02/13,12:45:00 PM,Queens Park Rangers,-,Norwich City,0:0 (0:0)
,03:00:00 PM,Arsenal FC,-,Stoke City,1:0 (0:0)
,03:00:00 PM,Everton FC,-,Aston Villa,3:3 (1:2)
,03:00:00 PM,Newcastle United,-,Chelsea FC,3:2 (1:0)
,03:00:00 PM,Reading FC,-,Sunderland AFC,2:1 (1:1)
,03:00:00 PM,West Ham United,-,Swansea City,1:0 (0:0)
,03:00:00 PM,Wigan Athletic,-,Southampton FC,2:2 (1:0)
,05:30:00 PM,Fulham FC,-,Manchester United,0:1 (0:0)
03/02/13,01:30:00 PM,West Bromwich Albion,-,Tottenham Hotspur,0:1 (0:0)
,04:00:00 PM,Manchester City,-,Liverpool FC,2:2 (1:1)
26. Round,,,,,
09/02/13,12:45:00 PM,Tottenham Hotspur,-,Newcastle United,2:1 (1:1)
,03:00:00 PM,Chelsea FC,-,Wigan Athletic,4:1 (1:0)
,03:00:00 PM,Norwich City,-,Fulham FC,0:0 (0:0)
,03:00:00 PM,Stoke City,-,Reading FC,2:1 (0:0)
,03:00:00 PM,Sunderland AFC,-,Arsenal FC,0:1 (0:1)
,03:00:00 PM,Swansea City,-,Queens Park Rangers,4:1 (2:0)
,05:30:00 PM,Southampton FC,-,Manchester City,3:1 (2:1)
10/02/13,01:30:00 PM,Aston Villa,-,West Ham United,2:1 (0:0)
,04:00:00 PM,Manchester United,-,Everton FC,2:0 (2:0)
11/02/13,08:00:00 PM,Liverpool FC,-,West Bromwich Albion,0:2 (0:0)
27. Round,,,,,
17/02/2013,03:00:00 PM,Liverpool FC,-,Swansea City,5:0 (1:0)
23/02/2013,12:45:00 PM,Fulham FC,-,Stoke City,1:0 (1:0)
,03:00:00 PM,Arsenal FC,-,Aston Villa,2:1 (1:0)
,03:00:00 PM,Norwich City,-,Everton FC,2:1 (0:1)
,03:00:00 PM,Queens Park Rangers,-,Manchester United,0:2 (0:1)
,03:00:00 PM,Reading FC,-,Wigan Athletic,0:3 (0:2)
,03:00:00 PM,West Bromwich Albion,-,Sunderland AFC,2:1 (1:0)
24/02/2013,01:30:00 PM,Manchester City,-,Chelsea FC,2:0 (0:0)
,01:30:00 PM,Newcastle United,-,Southampton FC,4:2 (2:1)
25/02/2013,08:00:00 PM,West Ham United,-,Tottenham Hotspur,2:3 (1:1)
28. Round,,,,,
02/03/13,03:00:00 PM,Chelsea FC,-,West Bromwich Albion,1:0 (1:0)
,03:00:00 PM,Everton FC,-,Reading FC,3:1 (1:0)
,03:00:00 PM,Manchester United,-,Norwich City,4:0 (1:0)
,03:00:00 PM,Southampton FC,-,Queens Park Rangers,1:2 (1:1)
,03:00:00 PM,Stoke City,-,West Ham United,0:1 (0:1)
,03:00:00 PM,Sunderland AFC,-,Fulham FC,2:2 (1:2)
,03:00:00 PM,Swansea City,-,Newcastle United,1:0 (0:0)
,05:30:00 PM,Wigan Athletic,-,Liverpool FC,0:4 (0:3)
03/03/13,04:00:00 PM,Tottenham Hotspur,-,Arsenal FC,2:1 (2:0)
04/03/13,08:00:00 PM,Aston Villa,-,Manchester City,0:1 (0:1)
29. Round,,,,,
09/03/13,03:00:00 PM,Norwich City,-,Southampton FC,0:0 (0:0)
,03:00:00 PM,Queens Park Rangers,-,Sunderland AFC,3:1 (1:1)
,03:00:00 PM,Reading FC,-,Aston Villa,1:2 (1:2)
,03:00:00 PM,West Bromwich Albion,-,Swansea City,2:1 (1:1)
10/03/13,03:00:00 PM,Newcastle United,-,Stoke City,2:1 (0:0)
,04:00:00 PM,Liverpool FC,-,Tottenham Hotspur,3:2 (1:1)
16/04/2013,07:45:00 PM,Arsenal FC,-,Everton FC,0:0 (0:0)
17/04/2013,07:45:00 PM,Manchester City,-,Wigan Athletic,1:0 (0:0)
,07:45:00 PM,West Ham United,-,Manchester United,2:2 (1:1)
,08:00:00 PM,Fulham FC,-,Chelsea FC,0:3 (0:2)
30. Round,,,,,
16/03/2013,12:45:00 PM,Everton FC,-,Manchester City,2:0 (1:0)
,03:00:00 PM,Aston Villa,-,Queens Park Rangers,3:2 (1:1)
,03:00:00 PM,Southampton FC,-,Liverpool FC,3:1 (2:1)
,03:00:00 PM,Stoke City,-,West Bromwich Albion,0:0 (0:0)
,03:00:00 PM,Swansea City,-,Arsenal FC,0:2 (0:0)
,05:30:00 PM,Manchester United,-,Reading FC,1:0 (1:0)
17/03/2013,01:30:00 PM,Sunderland AFC,-,Norwich City,1:1 (1:1)
,03:00:00 PM,Tottenham Hotspur,-,Fulham FC,0:1 (0:0)
,04:00:00 PM,Chelsea FC,-,West Ham United,2:0 (1:0)
,04:00:00 PM,Wigan Athletic,-,Newcastle United,2:1 (1:0)
31. Round,,,,,
30/03/2013,12:45:00 PM,Sunderland AFC,-,Manchester United,0:1 (0:1)
,03:00:00 PM,Arsenal FC,-,Reading FC,4:1 (1:0)
,03:00:00 PM,Manchester City,-,Newcastle United,4:0 (2:0)
,03:00:00 PM,Southampton FC,-,Chelsea FC,2:1 (2:1)
,03:00:00 PM,Swansea City,-,Tottenham Hotspur,1:2 (0:2)
,03:00:00 PM,West Ham United,-,West Bromwich Albion,3:1 (2:0)
,03:00:00 PM,Wigan Athletic,-,Norwich City,1:0 (0:0)
,05:30:00 PM,Everton FC,-,Stoke City,1:0 (1:0)
31/03/2013,01:30:00 PM,Aston Villa,-,Liverpool FC,1:2 (1:0)
01/04/13,08:00:00 PM,Fulham FC,-,Queens Park Rangers,3:2 (3:1)
32. Round,,,,,
06/04/13,12:45:00 PM,Reading FC,-,Southampton FC,0:2 (0:1)
,03:00:00 PM,Norwich City,-,Swansea City,2:2 (1:1)
,03:00:00 PM,Stoke City,-,Aston Villa,1:3 (0:1)
,03:00:00 PM,West Bromwich Albion,-,Arsenal FC,1:2 (0:1)
07/04/13,01:30:00 PM,Liverpool FC,-,West Ham United,0:0 (0:0)
,02:05:00 PM,Tottenham Hotspur,-,Everton FC,2:2 (1:1)
,03:00:00 PM,Chelsea FC,-,Sunderland AFC,2:1 (0:1)
,03:00:00 PM,Newcastle United,-,Fulham FC,1:0 (0:0)
,04:10:00 PM,Queens Park Rangers,-,Wigan Athletic,1:1 (0:0)
08/04/13,08:00:00 PM,Manchester United,-,Manchester City,1:2 (0:0)
33. Round,,,,,
13/04/2013,03:00:00 PM,Arsenal FC,-,Norwich City,3:1 (0:0)
,03:00:00 PM,Aston Villa,-,Fulham FC,1:1 (0:0)
,03:00:00 PM,Everton FC,-,Queens Park Rangers,2:0 (1:0)
,03:00:00 PM,Reading FC,-,Liverpool FC,0:0 (0:0)
,03:00:00 PM,Southampton FC,-,West Ham United,1:1 (0:0)
14/04/2013,12:00:00 PM,Newcastle United,-,Sunderland AFC,0:3 (0:1)
,02:05:00 PM,Stoke City,-,Manchester United,0:2 (0:1)
07/05/13,07:45:00 PM,Manchester City,-,West Bromwich Albion,1:0 (1:0)
,07:45:00 PM,Wigan Athletic,-,Swansea City,2:3 (1:0)
08/05/13,07:45:00 PM,Chelsea FC,-,Tottenham Hotspur,2:2 (2:1)
34. Round,,,,,
20/04/2013,03:00:00 PM,Fulham FC,-,Arsenal FC,0:1 (0:1)
,03:00:00 PM,Norwich City,-,Reading FC,2:1 (0:0)
,03:00:00 PM,Queens Park Rangers,-,Stoke City,0:2 (0:1)
,03:00:00 PM,Sunderland AFC,-,Everton FC,1:0 (1:0)
,03:00:00 PM,Swansea City,-,Southampton FC,0:0 (0:0)
,03:00:00 PM,West Bromwich Albion,-,Newcastle United,1:1 (0:1)
,03:00:00 PM,West Ham United,-,Wigan Athletic,2:0 (1:0)
21/04/2013,01:30:00 PM,Tottenham Hotspur,-,Manchester City,3:1 (0:1)
,04:00:00 PM,Liverpool FC,-,Chelsea FC,2:2 (0:1)
22/04/2013,08:00:00 PM,Manchester United,-,Aston Villa,3:0 (3:0)
35. Round,,,,,
27/04/2013,12:45:00 PM,Manchester City,-,West Ham United,2:1 (1:0)
,03:00:00 PM,Everton FC,-,Fulham FC,1:0 (1:0)
,03:00:00 PM,Southampton FC,-,West Bromwich Albion,0:3 (0:1)
,03:00:00 PM,Stoke City,-,Norwich City,1:0 (0:0)
,03:00:00 PM,Wigan Athletic,-,Tottenham Hotspur,2:2 (1:1)
,05:30:00 PM,Newcastle United,-,Liverpool FC,0:6 (0:2)
28/04/2013,01:30:00 PM,Reading FC,-,Queens Park Rangers,0:0 (0:0)
,03:00:00 PM,Chelsea FC,-,Swansea City,2:0 (2:0)
,04:00:00 PM,Arsenal FC,-,Manchester United,1:1 (1:1)
29/04/2013,08:00:00 PM,Aston Villa,-,Sunderland AFC,6:1 (2:1)
36. Round,,,,,
04/05/13,03:00:00 PM,Fulham FC,-,Reading FC,2:4 (0:1)
,03:00:00 PM,Norwich City,-,Aston Villa,1:2 (0:0)
,03:00:00 PM,Swansea City,-,Manchester City,0:0 (0:0)
,03:00:00 PM,West Bromwich Albion,-,Wigan Athletic,2:3 (1:1)
,03:00:00 PM,West Ham United,-,Newcastle United,0:0 (0:0)
